image_path,surveillance_model_id,make_name,model_name,web_nature_model_id,color_id,color_name,split
../../data/raw/compcars/sv_data\image\245\f2f414757f89b6.jpg,245,Hyundai ,Rohens Coupe,977,2,red,test
../../data/raw/compcars/sv_data\image\245\f6829c48bec879.jpg,245,Hyundai ,Rohens Coupe,977,3,yellow,train
../../data/raw/compcars/sv_data\image\245\f8a6fbfd89cae8.jpg,245,Hyundai ,Rohens Coupe,977,9,silver,train
../../data/raw/compcars/sv_data\image\245\f8deda78b5a6c0.jpg,245,Hyundai ,Rohens Coupe,977,4,blue,train
../../data/raw/compcars/sv_data\image\245\f993a70bbebe1f.jpg,245,Hyundai ,Rohens Coupe,977,9,silver,test
../../data/raw/compcars/sv_data\image\245\f9f12b4fcd84d7.jpg,245,Hyundai ,Rohens Coupe,977,0,black,test
../../data/raw/compcars/sv_data\image\245\fb90b5193a32ff.jpg,245,Hyundai ,Rohens Coupe,977,2,red,train
../../data/raw/compcars/sv_data\image\245\fea7ad17ec67c6.jpg,245,Hyundai ,Rohens Coupe,977,3,yellow,test
../../data/raw/compcars/sv_data\image\245\fee8f87a9f972f.jpg,245,Hyundai ,Rohens Coupe,977,9,silver,train
../../data/raw/compcars/sv_data\image\245\ff59692f992cf1.jpg,245,Hyundai ,Rohens Coupe,977,3,yellow,test
../../data/raw/compcars/sv_data\image\246\0156e07b6008bc.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\072d088f44a58d.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\0aa6c677c55e03.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\0bfdb90a6ef12a.jpg,246,Hyundai ,Grandeur,981,0,black,test
../../data/raw/compcars/sv_data\image\246\104bbff0fc4393.jpg,246,Hyundai ,Grandeur,981,9,silver,train
../../data/raw/compcars/sv_data\image\246\1208988b7893e4.jpg,246,Hyundai ,Grandeur,981,1,white,train
../../data/raw/compcars/sv_data\image\246\12d91ecf56bbe6.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\17402e9d734f60.jpg,246,Hyundai ,Grandeur,981,0,black,test
../../data/raw/compcars/sv_data\image\246\17d48a2ce307f1.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\18c21f8ab1c530.jpg,246,Hyundai ,Grandeur,981,0,black,test
../../data/raw/compcars/sv_data\image\246\18cfe07fa54808.jpg,246,Hyundai ,Grandeur,981,1,white,train
../../data/raw/compcars/sv_data\image\246\1b09d6ad256468.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\1b1c80aa65369d.jpg,246,Hyundai ,Grandeur,981,1,white,test
../../data/raw/compcars/sv_data\image\246\1c29f29bc32191.jpg,246,Hyundai ,Grandeur,981,0,black,test
../../data/raw/compcars/sv_data\image\246\1cde51f93b88ff.jpg,246,Hyundai ,Grandeur,981,0,black,test
../../data/raw/compcars/sv_data\image\246\20f9af80abd861.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\22ab7b0b8af67a.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\27883a7a6b52e7.jpg,246,Hyundai ,Grandeur,981,0,black,test
../../data/raw/compcars/sv_data\image\246\2c891ef13c4961.jpg,246,Hyundai ,Grandeur,981,1,white,test
../../data/raw/compcars/sv_data\image\246\2eb843df190eed.jpg,246,Hyundai ,Grandeur,981,9,silver,test
../../data/raw/compcars/sv_data\image\246\33985f9c583488.jpg,246,Hyundai ,Grandeur,981,9,silver,train
../../data/raw/compcars/sv_data\image\246\33a39c2a6e0885.jpg,246,Hyundai ,Grandeur,981,9,silver,test
../../data/raw/compcars/sv_data\image\246\3680eb97c93b12.jpg,246,Hyundai ,Grandeur,981,9,silver,train
../../data/raw/compcars/sv_data\image\246\3801f1a37f5d96.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\3d672ae2df1a8b.jpg,246,Hyundai ,Grandeur,981,9,silver,train
../../data/raw/compcars/sv_data\image\246\44fd401bbcec91.jpg,246,Hyundai ,Grandeur,981,1,white,train
../../data/raw/compcars/sv_data\image\246\47c33103824d76.jpg,246,Hyundai ,Grandeur,981,1,white,train
../../data/raw/compcars/sv_data\image\246\4b0a0de2c6b553.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\4c3145b5ce7952.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\5ae2193f7865a2.jpg,246,Hyundai ,Grandeur,981,1,white,train
../../data/raw/compcars/sv_data\image\246\5d10ed651ed2a5.jpg,246,Hyundai ,Grandeur,981,9,silver,test
../../data/raw/compcars/sv_data\image\246\5d335f25d98377.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\5e9ded2a0e305c.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\5ee6d08aa9f369.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\614b9e6b1fb0ae.jpg,246,Hyundai ,Grandeur,981,9,silver,test
../../data/raw/compcars/sv_data\image\246\621b81dcd73592.jpg,246,Hyundai ,Grandeur,981,1,white,train
../../data/raw/compcars/sv_data\image\246\63890e0e6c08d2.jpg,246,Hyundai ,Grandeur,981,1,white,train
../../data/raw/compcars/sv_data\image\246\6412c7f77fc989.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\732b41a8d17e75.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\74bcba97481555.jpg,246,Hyundai ,Grandeur,981,2,red,train
../../data/raw/compcars/sv_data\image\246\7501edc26a0d47.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\7646d6fbf107d9.jpg,246,Hyundai ,Grandeur,981,9,silver,train
../../data/raw/compcars/sv_data\image\246\795b58b790fb69.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\7c04b26768c9fd.jpg,246,Hyundai ,Grandeur,981,9,silver,train
../../data/raw/compcars/sv_data\image\246\86d615fb3523aa.jpg,246,Hyundai ,Grandeur,981,0,black,test
../../data/raw/compcars/sv_data\image\246\8815f8cdacb777.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\8884047104cf5c.jpg,246,Hyundai ,Grandeur,981,0,black,test
../../data/raw/compcars/sv_data\image\246\8b4eece10778d9.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\8c42ca81b93c6f.jpg,246,Hyundai ,Grandeur,981,9,silver,train
../../data/raw/compcars/sv_data\image\246\8d1931c6d75dc8.jpg,246,Hyundai ,Grandeur,981,1,white,test
../../data/raw/compcars/sv_data\image\246\a163fbcf6bd424.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\ac63eb44b186f8.jpg,246,Hyundai ,Grandeur,981,1,white,train
../../data/raw/compcars/sv_data\image\246\ad76e9a1baaffd.jpg,246,Hyundai ,Grandeur,981,9,silver,train
../../data/raw/compcars/sv_data\image\246\ae119dfeb61bf3.jpg,246,Hyundai ,Grandeur,981,0,black,test
../../data/raw/compcars/sv_data\image\246\b363473e7e1b93.jpg,246,Hyundai ,Grandeur,981,0,black,test
../../data/raw/compcars/sv_data\image\246\b6bf488378eeb8.jpg,246,Hyundai ,Grandeur,981,9,silver,test
../../data/raw/compcars/sv_data\image\246\bcb7504975c957.jpg,246,Hyundai ,Grandeur,981,1,white,train
../../data/raw/compcars/sv_data\image\246\bcb805776d547b.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\c2529e04c35568.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\c45bf1e3fe0325.jpg,246,Hyundai ,Grandeur,981,9,silver,train
../../data/raw/compcars/sv_data\image\246\cac30a89ec1a46.jpg,246,Hyundai ,Grandeur,981,1,white,train
../../data/raw/compcars/sv_data\image\246\d84ec6a44cdae0.jpg,246,Hyundai ,Grandeur,981,9,silver,test
../../data/raw/compcars/sv_data\image\246\dc896cdb8cca8b.jpg,246,Hyundai ,Grandeur,981,9,silver,test
../../data/raw/compcars/sv_data\image\246\df97729b710e55.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\e0f40b14b3244e.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\e404a620a60ede.jpg,246,Hyundai ,Grandeur,981,0,black,test
../../data/raw/compcars/sv_data\image\246\e4ae1d3fb50722.jpg,246,Hyundai ,Grandeur,981,0,black,test
../../data/raw/compcars/sv_data\image\246\e4bea0c12e8d9a.jpg,246,Hyundai ,Grandeur,981,3,yellow,train
../../data/raw/compcars/sv_data\image\246\e711b881ddd9ab.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\e83b832abccf31.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\eafcbc8f52f239.jpg,246,Hyundai ,Grandeur,981,1,white,train
../../data/raw/compcars/sv_data\image\246\eb69b7e8ffa5c0.jpg,246,Hyundai ,Grandeur,981,1,white,train
../../data/raw/compcars/sv_data\image\246\f2f83165da7477.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\246\f412952c9102ee.jpg,246,Hyundai ,Grandeur,981,9,silver,test
../../data/raw/compcars/sv_data\image\246\fae42d27dfbd6a.jpg,246,Hyundai ,Grandeur,981,9,silver,train
../../data/raw/compcars/sv_data\image\246\fd00ecac495883.jpg,246,Hyundai ,Grandeur,981,0,black,train
../../data/raw/compcars/sv_data\image\247\08697382d33aee.jpg,247,Hyundai ,Rena,962,3,yellow,train
../../data/raw/compcars/sv_data\image\247\0b12d97b125e19.jpg,247,Hyundai ,Rena,962,2,red,train
../../data/raw/compcars/sv_data\image\247\0bbfbf2a814dc9.jpg,247,Hyundai ,Rena,962,9,silver,train
../../data/raw/compcars/sv_data\image\247\0d5376c76d41cf.jpg,247,Hyundai ,Rena,962,1,white,train
../../data/raw/compcars/sv_data\image\247\0e721321472e03.jpg,247,Hyundai ,Rena,962,7,brown,train
../../data/raw/compcars/sv_data\image\247\0ea1ca14d8c9cd.jpg,247,Hyundai ,Rena,962,1,white,train
../../data/raw/compcars/sv_data\image\247\15eae5aeef7a72.jpg,247,Hyundai ,Rena,962,9,silver,train
../../data/raw/compcars/sv_data\image\247\17795dc752a6da.jpg,247,Hyundai ,Rena,962,7,brown,test
../../data/raw/compcars/sv_data\image\247\19aa60cf862768.jpg,247,Hyundai ,Rena,962,4,blue,train
../../data/raw/compcars/sv_data\image\247\1d58ad52516089.jpg,247,Hyundai ,Rena,962,1,white,test
../../data/raw/compcars/sv_data\image\247\1e79e3969d28ca.jpg,247,Hyundai ,Rena,962,9,silver,train
../../data/raw/compcars/sv_data\image\247\1f9e056127a227.jpg,247,Hyundai ,Rena,962,0,black,test
../../data/raw/compcars/sv_data\image\247\207d068ba306dc.jpg,247,Hyundai ,Rena,962,3,yellow,test
../../data/raw/compcars/sv_data\image\247\2191a7255b1116.jpg,247,Hyundai ,Rena,962,2,red,train
../../data/raw/compcars/sv_data\image\247\23287ef83277e9.jpg,247,Hyundai ,Rena,962,9,silver,test
../../data/raw/compcars/sv_data\image\247\2410b29ef4bf1e.jpg,247,Hyundai ,Rena,962,1,white,train
../../data/raw/compcars/sv_data\image\247\274a1bc8ecb8d6.jpg,247,Hyundai ,Rena,962,3,yellow,train
../../data/raw/compcars/sv_data\image\247\2bc3ed14101423.jpg,247,Hyundai ,Rena,962,8,champagne,train
../../data/raw/compcars/sv_data\image\247\2c033b54b6cc88.jpg,247,Hyundai ,Rena,962,9,silver,train
../../data/raw/compcars/sv_data\image\247\2d102ce6f38db6.jpg,247,Hyundai ,Rena,962,8,champagne,test
../../data/raw/compcars/sv_data\image\247\36f89b021d0bc6.jpg,247,Hyundai ,Rena,962,2,red,test
../../data/raw/compcars/sv_data\image\247\3ad0495a23eff0.jpg,247,Hyundai ,Rena,962,3,yellow,train
../../data/raw/compcars/sv_data\image\247\3b6238fbad52a3.jpg,247,Hyundai ,Rena,962,2,red,test
../../data/raw/compcars/sv_data\image\247\3bca535be3b1b8.jpg,247,Hyundai ,Rena,962,9,silver,test
../../data/raw/compcars/sv_data\image\247\3d00c77af4f863.jpg,247,Hyundai ,Rena,962,9,silver,train
../../data/raw/compcars/sv_data\image\247\3e232180512411.jpg,247,Hyundai ,Rena,962,9,silver,train
../../data/raw/compcars/sv_data\image\247\3e264215338f39.jpg,247,Hyundai ,Rena,962,7,brown,test
../../data/raw/compcars/sv_data\image\247\3f86d3ce02d6c6.jpg,247,Hyundai ,Rena,962,7,brown,test
../../data/raw/compcars/sv_data\image\247\42dd8c5fdfb12d.jpg,247,Hyundai ,Rena,962,3,yellow,train
../../data/raw/compcars/sv_data\image\247\433b8087700d86.jpg,247,Hyundai ,Rena,962,9,silver,train
../../data/raw/compcars/sv_data\image\247\44563bdb7874c7.jpg,247,Hyundai ,Rena,962,2,red,train
../../data/raw/compcars/sv_data\image\247\44aecbda76965b.jpg,247,Hyundai ,Rena,962,4,blue,train
../../data/raw/compcars/sv_data\image\247\48b47bb51c80da.jpg,247,Hyundai ,Rena,962,1,white,train
../../data/raw/compcars/sv_data\image\247\4a34644ce8a3a5.jpg,247,Hyundai ,Rena,962,2,red,train
../../data/raw/compcars/sv_data\image\247\4c88bd821703a1.jpg,247,Hyundai ,Rena,962,2,red,train
../../data/raw/compcars/sv_data\image\247\5865f88193ee67.jpg,247,Hyundai ,Rena,962,8,champagne,train
../../data/raw/compcars/sv_data\image\247\58bea517811cbf.jpg,247,Hyundai ,Rena,962,3,yellow,train
../../data/raw/compcars/sv_data\image\247\61ecb13bb64653.jpg,247,Hyundai ,Rena,962,3,yellow,test
../../data/raw/compcars/sv_data\image\247\622126d1d07391.jpg,247,Hyundai ,Rena,962,4,blue,train
../../data/raw/compcars/sv_data\image\247\670611383f5f27.jpg,247,Hyundai ,Rena,962,4,blue,train
../../data/raw/compcars/sv_data\image\247\7962a49f494276.jpg,247,Hyundai ,Rena,962,1,white,train
../../data/raw/compcars/sv_data\image\247\7a6efab6543ca5.jpg,247,Hyundai ,Rena,962,7,brown,train
../../data/raw/compcars/sv_data\image\247\7cb7f38c254c5c.jpg,247,Hyundai ,Rena,962,0,black,train
../../data/raw/compcars/sv_data\image\247\87e0092b5d512e.jpg,247,Hyundai ,Rena,962,9,silver,train
../../data/raw/compcars/sv_data\image\247\87e5c9340e1870.jpg,247,Hyundai ,Rena,962,9,silver,train
../../data/raw/compcars/sv_data\image\247\89a2614d0d132e.jpg,247,Hyundai ,Rena,962,2,red,train
../../data/raw/compcars/sv_data\image\247\93e8c4aae0c7ac.jpg,247,Hyundai ,Rena,962,3,yellow,train
../../data/raw/compcars/sv_data\image\247\95cae3ad19a8e2.jpg,247,Hyundai ,Rena,962,3,yellow,test
../../data/raw/compcars/sv_data\image\247\97036a013a8f5a.jpg,247,Hyundai ,Rena,962,2,red,train
../../data/raw/compcars/sv_data\image\247\9c6ec2d8a81c66.jpg,247,Hyundai ,Rena,962,1,white,train
../../data/raw/compcars/sv_data\image\247\9d4a58302add15.jpg,247,Hyundai ,Rena,962,2,red,train
../../data/raw/compcars/sv_data\image\247\9d94b258b2f930.jpg,247,Hyundai ,Rena,962,9,silver,train
../../data/raw/compcars/sv_data\image\247\a4483e8fed5f9e.jpg,247,Hyundai ,Rena,962,3,yellow,test
../../data/raw/compcars/sv_data\image\247\a50a33f88a01f9.jpg,247,Hyundai ,Rena,962,7,brown,train
../../data/raw/compcars/sv_data\image\247\ac1eea6cb13028.jpg,247,Hyundai ,Rena,962,9,silver,train
../../data/raw/compcars/sv_data\image\247\af842144f36b58.jpg,247,Hyundai ,Rena,962,1,white,train
../../data/raw/compcars/sv_data\image\247\b0fc59b1b884fa.jpg,247,Hyundai ,Rena,962,3,yellow,train
../../data/raw/compcars/sv_data\image\247\b50aa850863b96.jpg,247,Hyundai ,Rena,962,3,yellow,train
../../data/raw/compcars/sv_data\image\247\b58cb048773af4.jpg,247,Hyundai ,Rena,962,1,white,test
../../data/raw/compcars/sv_data\image\247\b602df84c50667.jpg,247,Hyundai ,Rena,962,3,yellow,train
../../data/raw/compcars/sv_data\image\247\b9c9ff2db9b5ff.jpg,247,Hyundai ,Rena,962,7,brown,test
../../data/raw/compcars/sv_data\image\247\c2bea1824847b1.jpg,247,Hyundai ,Rena,962,2,red,train
../../data/raw/compcars/sv_data\image\247\c58599f747a064.jpg,247,Hyundai ,Rena,962,2,red,test
../../data/raw/compcars/sv_data\image\247\c5a7eb8cf41d1d.jpg,247,Hyundai ,Rena,962,1,white,train
../../data/raw/compcars/sv_data\image\247\c7062096a8e06e.jpg,247,Hyundai ,Rena,962,3,yellow,test
../../data/raw/compcars/sv_data\image\247\c7b61cd4e8f617.jpg,247,Hyundai ,Rena,962,3,yellow,test
../../data/raw/compcars/sv_data\image\247\cbac52f14e572d.jpg,247,Hyundai ,Rena,962,9,silver,train
../../data/raw/compcars/sv_data\image\247\cc63d36569986d.jpg,247,Hyundai ,Rena,962,7,brown,test
../../data/raw/compcars/sv_data\image\247\d072df8c79cc62.jpg,247,Hyundai ,Rena,962,4,blue,train
../../data/raw/compcars/sv_data\image\247\d5c0f6d29f6ec8.jpg,247,Hyundai ,Rena,962,1,white,train
../../data/raw/compcars/sv_data\image\247\d636d61085f196.jpg,247,Hyundai ,Rena,962,2,red,test
../../data/raw/compcars/sv_data\image\247\d798e3c7be422e.jpg,247,Hyundai ,Rena,962,8,champagne,train
../../data/raw/compcars/sv_data\image\247\dc759b9eb45532.jpg,247,Hyundai ,Rena,962,7,brown,train
../../data/raw/compcars/sv_data\image\247\e2bf57098b24f8.jpg,247,Hyundai ,Rena,962,3,yellow,test
../../data/raw/compcars/sv_data\image\247\e68836feb09e4a.jpg,247,Hyundai ,Rena,962,4,blue,train
../../data/raw/compcars/sv_data\image\247\e8866ccf4f9e6c.jpg,247,Hyundai ,Rena,962,4,blue,test
../../data/raw/compcars/sv_data\image\247\f3d0358f71fcae.jpg,247,Hyundai ,Rena,962,1,white,train
../../data/raw/compcars/sv_data\image\247\f73d1f1d9de032.jpg,247,Hyundai ,Rena,962,3,yellow,train
../../data/raw/compcars/sv_data\image\247\fd4540759ed557.jpg,247,Hyundai ,Rena,962,7,brown,train
../../data/raw/compcars/sv_data\image\247\fdce282955b0cd.jpg,247,Hyundai ,Rena,962,1,white,train
../../data/raw/compcars/sv_data\image\247\ffd076679e9771.jpg,247,Hyundai ,Rena,962,1,white,test
../../data/raw/compcars/sv_data\image\248\01fbdec82db50a.jpg,248,Hyundai ,Avante,957,7,brown,train
../../data/raw/compcars/sv_data\image\248\02522767f936a7.jpg,248,Hyundai ,Avante,957,7,brown,train
../../data/raw/compcars/sv_data\image\248\074e81ff09f51e.jpg,248,Hyundai ,Avante,957,3,yellow,train
../../data/raw/compcars/sv_data\image\248\09d15b09d254e4.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\09febbc1bf7423.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\0ad2588e977384.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\0c736c2cdb0770.jpg,248,Hyundai ,Avante,957,3,yellow,train
../../data/raw/compcars/sv_data\image\248\12519059149fbf.jpg,248,Hyundai ,Avante,957,7,brown,test
../../data/raw/compcars/sv_data\image\248\13c46154ea35fa.jpg,248,Hyundai ,Avante,957,9,silver,train
../../data/raw/compcars/sv_data\image\248\17c6e9b6286b72.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\188b3d702769e0.jpg,248,Hyundai ,Avante,957,9,silver,train
../../data/raw/compcars/sv_data\image\248\1c4c5b2a922268.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\1cf8f42885a8c5.jpg,248,Hyundai ,Avante,957,3,yellow,train
../../data/raw/compcars/sv_data\image\248\23760fe21e36bf.jpg,248,Hyundai ,Avante,957,9,silver,train
../../data/raw/compcars/sv_data\image\248\24b24bbc56c67f.jpg,248,Hyundai ,Avante,957,9,silver,train
../../data/raw/compcars/sv_data\image\248\25e261eaa05730.jpg,248,Hyundai ,Avante,957,3,yellow,test
../../data/raw/compcars/sv_data\image\248\273e5f259b7b56.jpg,248,Hyundai ,Avante,957,3,yellow,test
../../data/raw/compcars/sv_data\image\248\2f3041c039ee58.jpg,248,Hyundai ,Avante,957,9,silver,train
../../data/raw/compcars/sv_data\image\248\303a8da76cb416.jpg,248,Hyundai ,Avante,957,1,white,test
../../data/raw/compcars/sv_data\image\248\310bdd8bfbc4fe.jpg,248,Hyundai ,Avante,957,3,yellow,train
../../data/raw/compcars/sv_data\image\248\347c19d5f9a2d4.jpg,248,Hyundai ,Avante,957,3,yellow,train
../../data/raw/compcars/sv_data\image\248\34d7de1e509a53.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\36da0960c57aeb.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\3ac4eea0f9f0d2.jpg,248,Hyundai ,Avante,957,9,silver,test
../../data/raw/compcars/sv_data\image\248\3b01340746a219.jpg,248,Hyundai ,Avante,957,9,silver,train
../../data/raw/compcars/sv_data\image\248\3b6f56d1b84d0a.jpg,248,Hyundai ,Avante,957,3,yellow,train
../../data/raw/compcars/sv_data\image\248\3e0e6e7eb90b81.jpg,248,Hyundai ,Avante,957,3,yellow,test
../../data/raw/compcars/sv_data\image\248\43ce74605a8535.jpg,248,Hyundai ,Avante,957,3,yellow,train
../../data/raw/compcars/sv_data\image\248\461889522f2cd0.jpg,248,Hyundai ,Avante,957,3,yellow,train
../../data/raw/compcars/sv_data\image\248\4aa48184ed0be2.jpg,248,Hyundai ,Avante,957,9,silver,train
../../data/raw/compcars/sv_data\image\248\4ac4342589d790.jpg,248,Hyundai ,Avante,957,9,silver,train
../../data/raw/compcars/sv_data\image\248\5021f1ad0e0118.jpg,248,Hyundai ,Avante,957,1,white,test
../../data/raw/compcars/sv_data\image\248\52f6059c3dc1a7.jpg,248,Hyundai ,Avante,957,3,yellow,train
../../data/raw/compcars/sv_data\image\248\56b232563c7e1d.jpg,248,Hyundai ,Avante,957,1,white,test
../../data/raw/compcars/sv_data\image\248\5ac35b42ec7857.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\5b8a1829baf638.jpg,248,Hyundai ,Avante,957,9,silver,train
../../data/raw/compcars/sv_data\image\248\5ba9bc30944d07.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\5d314bfd8a0225.jpg,248,Hyundai ,Avante,957,9,silver,test
../../data/raw/compcars/sv_data\image\248\6065fe60680465.jpg,248,Hyundai ,Avante,957,7,brown,test
../../data/raw/compcars/sv_data\image\248\6242135d2370e6.jpg,248,Hyundai ,Avante,957,1,white,test
../../data/raw/compcars/sv_data\image\248\6543ec50e24ae0.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\66e86a42686bcc.jpg,248,Hyundai ,Avante,957,7,brown,test
../../data/raw/compcars/sv_data\image\248\68e6060035e0bf.jpg,248,Hyundai ,Avante,957,7,brown,test
../../data/raw/compcars/sv_data\image\248\69b42930c7959d.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\6acbd4696db5ee.jpg,248,Hyundai ,Avante,957,7,brown,train
../../data/raw/compcars/sv_data\image\248\6d16456dfe96f6.jpg,248,Hyundai ,Avante,957,7,brown,train
../../data/raw/compcars/sv_data\image\248\7231e8b510ea75.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\7257adab99fe70.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\764f182f4daa4a.jpg,248,Hyundai ,Avante,957,1,white,test
../../data/raw/compcars/sv_data\image\248\7e102d581ec749.jpg,248,Hyundai ,Avante,957,9,silver,test
../../data/raw/compcars/sv_data\image\248\83b107eab0349a.jpg,248,Hyundai ,Avante,957,7,brown,train
../../data/raw/compcars/sv_data\image\248\83b1550776b1e5.jpg,248,Hyundai ,Avante,957,3,yellow,train
../../data/raw/compcars/sv_data\image\248\89173570ded7c5.jpg,248,Hyundai ,Avante,957,3,yellow,test
../../data/raw/compcars/sv_data\image\248\899436e6e93c2b.jpg,248,Hyundai ,Avante,957,7,brown,train
../../data/raw/compcars/sv_data\image\248\8b3f679f7c1eab.jpg,248,Hyundai ,Avante,957,9,silver,test
../../data/raw/compcars/sv_data\image\248\8e29425b419813.jpg,248,Hyundai ,Avante,957,3,yellow,train
../../data/raw/compcars/sv_data\image\248\8f110c1c1ee0ee.jpg,248,Hyundai ,Avante,957,3,yellow,train
../../data/raw/compcars/sv_data\image\248\95a177b022c2a6.jpg,248,Hyundai ,Avante,957,1,white,test
../../data/raw/compcars/sv_data\image\248\97e4ef96fc1bbb.jpg,248,Hyundai ,Avante,957,9,silver,train
../../data/raw/compcars/sv_data\image\248\98f54b4a44218c.jpg,248,Hyundai ,Avante,957,3,yellow,train
../../data/raw/compcars/sv_data\image\248\9a52b2d77abb95.jpg,248,Hyundai ,Avante,957,9,silver,train
../../data/raw/compcars/sv_data\image\248\9eedb02bbcec4e.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\9f82dd7d4ceda0.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\a1001622ec5be0.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\a47a541bebfb5e.jpg,248,Hyundai ,Avante,957,9,silver,train
../../data/raw/compcars/sv_data\image\248\a6743b56c0edaa.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\a976093795352d.jpg,248,Hyundai ,Avante,957,1,white,test
../../data/raw/compcars/sv_data\image\248\aab050f8d65255.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\aab864446922b4.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\b0d0c33f28fc84.jpg,248,Hyundai ,Avante,957,9,silver,train
../../data/raw/compcars/sv_data\image\248\b3070e7be8856d.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\b319f33102f633.jpg,248,Hyundai ,Avante,957,3,yellow,test
../../data/raw/compcars/sv_data\image\248\b515342ef2ddf7.jpg,248,Hyundai ,Avante,957,7,brown,train
../../data/raw/compcars/sv_data\image\248\b52c75036bb731.jpg,248,Hyundai ,Avante,957,9,silver,train
../../data/raw/compcars/sv_data\image\248\b667d9a73dcc13.jpg,248,Hyundai ,Avante,957,1,white,test
../../data/raw/compcars/sv_data\image\248\c07ee4b2e068ad.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\c347204e80b34c.jpg,248,Hyundai ,Avante,957,1,white,train
../../data/raw/compcars/sv_data\image\248\c6c8ee18808ce0.jpg,248,Hyundai ,Avante,957,1,white,train
