image_path,make_id,model_id,year,bbox,viewpoint,car_type,make_name,model_name,car_type_name,relative_key,split,type
../../data/raw/compcars/image\26\1692\2010\c7ebc1cafd5dde.jpg,26,1692,2010,"(80, 103, 787, 526)",3,1,smart,smart fortwo,hatchback,26/1692/2010/c7ebc1cafd5dde.jpg,train,4
../../data/raw/compcars/image\26\1692\2010\d0c03e26d66519.jpg,26,1692,2010,"(63, 26, 452, 278)",4,1,smart,smart fortwo,hatchback,26/1692/2010/d0c03e26d66519.jpg,test,4
../../data/raw/compcars/image\26\1692\2010\d118518326edf2.jpg,26,1692,2010,"(104, 85, 859, 626)",5,1,smart,smart fortwo,hatchback,26/1692/2010/d118518326edf2.jpg,test,4
../../data/raw/compcars/image\26\1692\2010\d2d62cc7718c08.jpg,26,1692,2010,"(93, 129, 609, 411)",3,1,smart,smart fortwo,hatchback,26/1692/2010/d2d62cc7718c08.jpg,test,4
../../data/raw/compcars/image\26\1692\2010\d48f9fa3b942f2.jpg,26,1692,2010,"(15, 95, 852, 590)",3,1,smart,smart fortwo,hatchback,26/1692/2010/d48f9fa3b942f2.jpg,train,4
../../data/raw/compcars/image\26\1692\2010\eebb219e136cf3.jpg,26,1692,2010,"(163, 59, 764, 626)",2,1,smart,smart fortwo,hatchback,26/1692/2010/eebb219e136cf3.jpg,test,4
../../data/raw/compcars/image\26\1692\2010\f00cc15797ebe4.jpg,26,1692,2010,"(76, 57, 464, 287)",4,1,smart,smart fortwo,hatchback,26/1692/2010/f00cc15797ebe4.jpg,test,4
../../data/raw/compcars/image\26\1692\2010\f4d687769256be.jpg,26,1692,2010,"(201, 128, 697, 575)",1,1,smart,smart fortwo,hatchback,26/1692/2010/f4d687769256be.jpg,test,4
../../data/raw/compcars/image\26\1692\2010\fdba4cf515effb.jpg,26,1692,2010,"(120, 45, 556, 411)",1,1,smart,smart fortwo,hatchback,26/1692/2010/fdba4cf515effb.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\0e6186b4615600.jpg,26,1692,2011,"(129, 126, 804, 624)",4,1,smart,smart fortwo,hatchback,26/1692/2011/0e6186b4615600.jpg,test,4
../../data/raw/compcars/image\26\1692\2011\0e8deb9e1ed6a4.jpg,26,1692,2011,"(132, 203, 766, 604)",4,1,smart,smart fortwo,hatchback,26/1692/2011/0e8deb9e1ed6a4.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\16b4991c36d1ce.jpg,26,1692,2011,"(149, 227, 751, 576)",3,1,smart,smart fortwo,hatchback,26/1692/2011/16b4991c36d1ce.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\1b1fc05b9a99fd.jpg,26,1692,2011,"(129, 217, 767, 587)",3,1,smart,smart fortwo,hatchback,26/1692/2011/1b1fc05b9a99fd.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\1c69a098648331.jpg,26,1692,2011,"(104, 167, 816, 583)",3,1,smart,smart fortwo,hatchback,26/1692/2011/1c69a098648331.jpg,test,4
../../data/raw/compcars/image\26\1692\2011\1f6c27139108a4.jpg,26,1692,2011,"(86, 68, 857, 588)",4,1,smart,smart fortwo,hatchback,26/1692/2011/1f6c27139108a4.jpg,test,4
../../data/raw/compcars/image\26\1692\2011\2647a50cc60b0e.jpg,26,1692,2011,"(122, 186, 789, 577)",3,1,smart,smart fortwo,hatchback,26/1692/2011/2647a50cc60b0e.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\38efae69f1b3bb.jpg,26,1692,2011,"(45, 64, 829, 626)",5,1,smart,smart fortwo,hatchback,26/1692/2011/38efae69f1b3bb.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\4d9aecc78db4f5.jpg,26,1692,2011,"(150, 214, 759, 600)",4,1,smart,smart fortwo,hatchback,26/1692/2011/4d9aecc78db4f5.jpg,test,4
../../data/raw/compcars/image\26\1692\2011\5cc8939c94b2e0.jpg,26,1692,2011,"(127, 211, 766, 624)",5,1,smart,smart fortwo,hatchback,26/1692/2011/5cc8939c94b2e0.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\62ff548047ee09.jpg,26,1692,2011,"(146, 38, 757, 611)",2,1,smart,smart fortwo,hatchback,26/1692/2011/62ff548047ee09.jpg,test,4
../../data/raw/compcars/image\26\1692\2011\6de43708425b90.jpg,26,1692,2011,"(196, 118, 717, 601)",2,1,smart,smart fortwo,hatchback,26/1692/2011/6de43708425b90.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\72628c1a09f863.jpg,26,1692,2011,"(175, 121, 729, 625)",1,1,smart,smart fortwo,hatchback,26/1692/2011/72628c1a09f863.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\746748dd08b5d3.jpg,26,1692,2011,"(26, 43, 845, 538)",3,1,smart,smart fortwo,hatchback,26/1692/2011/746748dd08b5d3.jpg,test,4
../../data/raw/compcars/image\26\1692\2011\7ff463a3d6b042.jpg,26,1692,2011,"(189, 185, 743, 580)",4,1,smart,smart fortwo,hatchback,26/1692/2011/7ff463a3d6b042.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\80b6d005c7a18b.jpg,26,1692,2011,"(129, 104, 782, 613)",5,1,smart,smart fortwo,hatchback,26/1692/2011/80b6d005c7a18b.jpg,test,4
../../data/raw/compcars/image\26\1692\2011\844a54217bfd63.jpg,26,1692,2011,"(199, 137, 698, 616)",2,1,smart,smart fortwo,hatchback,26/1692/2011/844a54217bfd63.jpg,test,4
../../data/raw/compcars/image\26\1692\2011\8b582982c36d8d.jpg,26,1692,2011,"(114, 21, 771, 626)",1,1,smart,smart fortwo,hatchback,26/1692/2011/8b582982c36d8d.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\a3b5eeebddd64f.jpg,26,1692,2011,"(154, 183, 797, 616)",5,1,smart,smart fortwo,hatchback,26/1692/2011/a3b5eeebddd64f.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\a46b4dc827ddbd.jpg,26,1692,2011,"(153, 199, 776, 617)",4,1,smart,smart fortwo,hatchback,26/1692/2011/a46b4dc827ddbd.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\b41883bd0c96dc.jpg,26,1692,2011,"(162, 117, 721, 616)",1,1,smart,smart fortwo,hatchback,26/1692/2011/b41883bd0c96dc.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\c200e8fc2101de.jpg,26,1692,2011,"(180, 153, 701, 615)",1,1,smart,smart fortwo,hatchback,26/1692/2011/c200e8fc2101de.jpg,test,4
../../data/raw/compcars/image\26\1692\2011\c3a1fed29c03f8.jpg,26,1692,2011,"(162, 75, 748, 608)",2,1,smart,smart fortwo,hatchback,26/1692/2011/c3a1fed29c03f8.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\c4e09563fbe3e0.jpg,26,1692,2011,"(197, 136, 705, 619)",2,1,smart,smart fortwo,hatchback,26/1692/2011/c4e09563fbe3e0.jpg,test,4
../../data/raw/compcars/image\26\1692\2011\ca870a052ef111.jpg,26,1692,2011,"(126, 217, 760, 588)",3,1,smart,smart fortwo,hatchback,26/1692/2011/ca870a052ef111.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\d47a9f1cd20cc0.jpg,26,1692,2011,"(140, 195, 763, 626)",5,1,smart,smart fortwo,hatchback,26/1692/2011/d47a9f1cd20cc0.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\d496fe0482d655.jpg,26,1692,2011,"(125, 215, 762, 626)",5,1,smart,smart fortwo,hatchback,26/1692/2011/d496fe0482d655.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\d6877b7e70b526.jpg,26,1692,2011,"(136, 209, 774, 602)",4,1,smart,smart fortwo,hatchback,26/1692/2011/d6877b7e70b526.jpg,test,4
../../data/raw/compcars/image\26\1692\2011\e9ce2d9bb958ce.jpg,26,1692,2011,"(121, 220, 757, 612)",5,1,smart,smart fortwo,hatchback,26/1692/2011/e9ce2d9bb958ce.jpg,train,4
../../data/raw/compcars/image\26\1692\2011\fa822ccb3382cf.jpg,26,1692,2011,"(185, 117, 736, 618)",1,1,smart,smart fortwo,hatchback,26/1692/2011/fa822ccb3382cf.jpg,train,4
../../data/raw/compcars/image\26\1692\2012\06549e1233644e.jpg,26,1692,2012,"(105, 145, 899, 615)",4,1,smart,smart fortwo,hatchback,26/1692/2012/06549e1233644e.jpg,train,4
../../data/raw/compcars/image\26\1692\2012\069afc6861c133.jpg,26,1692,2012,"(220, 137, 689, 579)",2,1,smart,smart fortwo,hatchback,26/1692/2012/069afc6861c133.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\0fc3969eb4f048.jpg,26,1692,2012,"(173, 90, 745, 621)",1,1,smart,smart fortwo,hatchback,26/1692/2012/0fc3969eb4f048.jpg,train,4
../../data/raw/compcars/image\26\1692\2012\1ca30bc8a8858b.jpg,26,1692,2012,"(182, 133, 728, 619)",1,1,smart,smart fortwo,hatchback,26/1692/2012/1ca30bc8a8858b.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\1f3d4ee2a4f8aa.jpg,26,1692,2012,"(135, 157, 785, 572)",5,1,smart,smart fortwo,hatchback,26/1692/2012/1f3d4ee2a4f8aa.jpg,train,4
../../data/raw/compcars/image\26\1692\2012\20a95e508bd89b.jpg,26,1692,2012,"(211, 144, 704, 593)",2,1,smart,smart fortwo,hatchback,26/1692/2012/20a95e508bd89b.jpg,train,4
../../data/raw/compcars/image\26\1692\2012\232789eda6de18.jpg,26,1692,2012,"(108, 162, 803, 568)",3,1,smart,smart fortwo,hatchback,26/1692/2012/232789eda6de18.jpg,train,4
../../data/raw/compcars/image\26\1692\2012\2c07bb75d438ce.jpg,26,1692,2012,"(128, 149, 787, 570)",5,1,smart,smart fortwo,hatchback,26/1692/2012/2c07bb75d438ce.jpg,train,4
../../data/raw/compcars/image\26\1692\2012\31a7a6ca7bba19.jpg,26,1692,2012,"(99, 173, 894, 635)",5,1,smart,smart fortwo,hatchback,26/1692/2012/31a7a6ca7bba19.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\40ad6e2643f843.jpg,26,1692,2012,"(142, 176, 773, 540)",3,1,smart,smart fortwo,hatchback,26/1692/2012/40ad6e2643f843.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\46512501f103dd.jpg,26,1692,2012,"(132, 166, 783, 569)",4,1,smart,smart fortwo,hatchback,26/1692/2012/46512501f103dd.jpg,train,4
../../data/raw/compcars/image\26\1692\2012\4dc7cd6d6ad2b5.jpg,26,1692,2012,"(138, 109, 775, 601)",4,1,smart,smart fortwo,hatchback,26/1692/2012/4dc7cd6d6ad2b5.jpg,train,4
../../data/raw/compcars/image\26\1692\2012\599ec98a840480.jpg,26,1692,2012,"(188, 128, 718, 603)",1,1,smart,smart fortwo,hatchback,26/1692/2012/599ec98a840480.jpg,train,4
../../data/raw/compcars/image\26\1692\2012\7503a668eb8c61.jpg,26,1692,2012,"(175, 119, 734, 614)",1,1,smart,smart fortwo,hatchback,26/1692/2012/7503a668eb8c61.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\77d15e3dcca6f3.jpg,26,1692,2012,"(140, 149, 781, 565)",4,1,smart,smart fortwo,hatchback,26/1692/2012/77d15e3dcca6f3.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\80ae01d51b34e6.jpg,26,1692,2012,"(119, 166, 807, 561)",3,1,smart,smart fortwo,hatchback,26/1692/2012/80ae01d51b34e6.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\8d2ad629316471.jpg,26,1692,2012,"(148, 146, 786, 553)",5,1,smart,smart fortwo,hatchback,26/1692/2012/8d2ad629316471.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\8ee5ba64212f7d.jpg,26,1692,2012,"(190, 131, 715, 623)",2,1,smart,smart fortwo,hatchback,26/1692/2012/8ee5ba64212f7d.jpg,train,4
../../data/raw/compcars/image\26\1692\2012\92fc530c6559d3.jpg,26,1692,2012,"(139, 184, 770, 570)",5,1,smart,smart fortwo,hatchback,26/1692/2012/92fc530c6559d3.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\9d82c6a291654d.jpg,26,1692,2012,"(112, 187, 887, 622)",3,1,smart,smart fortwo,hatchback,26/1692/2012/9d82c6a291654d.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\b7a1d0d40dde51.jpg,26,1692,2012,"(154, 161, 771, 547)",4,1,smart,smart fortwo,hatchback,26/1692/2012/b7a1d0d40dde51.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\ba1aae662c0dcc.jpg,26,1692,2012,"(202, 140, 788, 670)",2,1,smart,smart fortwo,hatchback,26/1692/2012/ba1aae662c0dcc.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\c8b47b9acdbe3e.jpg,26,1692,2012,"(190, 135, 707, 608)",2,1,smart,smart fortwo,hatchback,26/1692/2012/c8b47b9acdbe3e.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\d5195107f7e09a.jpg,26,1692,2012,"(139, 187, 768, 547)",3,1,smart,smart fortwo,hatchback,26/1692/2012/d5195107f7e09a.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\e1be0dd3db047f.jpg,26,1692,2012,"(107, 160, 793, 557)",3,1,smart,smart fortwo,hatchback,26/1692/2012/e1be0dd3db047f.jpg,train,4
../../data/raw/compcars/image\26\1692\2012\e7206e91c0673d.jpg,26,1692,2012,"(191, 115, 727, 589)",1,1,smart,smart fortwo,hatchback,26/1692/2012/e7206e91c0673d.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\eeafb008b2fb42.jpg,26,1692,2012,"(82, 146, 836, 593)",3,1,smart,smart fortwo,hatchback,26/1692/2012/eeafb008b2fb42.jpg,train,4
../../data/raw/compcars/image\26\1692\2012\f812a80741f54a.jpg,26,1692,2012,"(185, 113, 831, 672)",1,1,smart,smart fortwo,hatchback,26/1692/2012/f812a80741f54a.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\fa622899a4f958.jpg,26,1692,2012,"(109, 140, 805, 574)",5,1,smart,smart fortwo,hatchback,26/1692/2012/fa622899a4f958.jpg,test,4
../../data/raw/compcars/image\26\1692\2012\fea659007458db.jpg,26,1692,2012,"(111, 149, 806, 572)",4,1,smart,smart fortwo,hatchback,26/1692/2012/fea659007458db.jpg,train,4
../../data/raw/compcars/image\26\1692\2013\0308b86b5ed359.jpg,26,1692,2013,"(193, 115, 709, 598)",2,1,smart,smart fortwo,hatchback,26/1692/2013/0308b86b5ed359.jpg,train,4
../../data/raw/compcars/image\26\1692\2013\0bed94a66768a8.jpg,26,1692,2013,"(240, 204, 679, 593)",1,1,smart,smart fortwo,hatchback,26/1692/2013/0bed94a66768a8.jpg,train,4
../../data/raw/compcars/image\26\1692\2013\0c092b1292ada7.jpg,26,1692,2013,"(119, 170, 792, 578)",4,1,smart,smart fortwo,hatchback,26/1692/2013/0c092b1292ada7.jpg,test,4
../../data/raw/compcars/image\26\1692\2013\138ca5e953cf62.jpg,26,1692,2013,"(130, 179, 786, 571)",5,1,smart,smart fortwo,hatchback,26/1692/2013/138ca5e953cf62.jpg,test,4
../../data/raw/compcars/image\26\1692\2013\175fba854c9bb3.jpg,26,1692,2013,"(136, 163, 789, 583)",5,1,smart,smart fortwo,hatchback,26/1692/2013/175fba854c9bb3.jpg,test,4
../../data/raw/compcars/image\26\1692\2013\1b1c8d5ed85f93.jpg,26,1692,2013,"(116, 167, 792, 578)",4,1,smart,smart fortwo,hatchback,26/1692/2013/1b1c8d5ed85f93.jpg,train,4
../../data/raw/compcars/image\26\1692\2013\27b35b79b03008.jpg,26,1692,2013,"(201, 142, 669, 594)",2,1,smart,smart fortwo,hatchback,26/1692/2013/27b35b79b03008.jpg,train,4
../../data/raw/compcars/image\26\1692\2013\40690cb4e8f6a5.jpg,26,1692,2013,"(103, 129, 825, 601)",5,1,smart,smart fortwo,hatchback,26/1692/2013/40690cb4e8f6a5.jpg,test,4
../../data/raw/compcars/image\26\1692\2013\40b347bbf4b41d.jpg,26,1692,2013,"(199, 129, 677, 584)",1,1,smart,smart fortwo,hatchback,26/1692/2013/40b347bbf4b41d.jpg,test,4
../../data/raw/compcars/image\26\1692\2013\7612db2578ca3f.jpg,26,1692,2013,"(162, 137, 791, 626)",5,1,smart,smart fortwo,hatchback,26/1692/2013/7612db2578ca3f.jpg,train,4
../../data/raw/compcars/image\26\1692\2013\829198d1d3b035.jpg,26,1692,2013,"(191, 105, 734, 615)",1,1,smart,smart fortwo,hatchback,26/1692/2013/829198d1d3b035.jpg,test,4
../../data/raw/compcars/image\26\1692\2013\847fe881d9de66.jpg,26,1692,2013,"(265, 209, 665, 576)",2,1,smart,smart fortwo,hatchback,26/1692/2013/847fe881d9de66.jpg,train,4
../../data/raw/compcars/image\26\1692\2013\86ae575d79f979.jpg,26,1692,2013,"(197, 112, 705, 598)",2,1,smart,smart fortwo,hatchback,26/1692/2013/86ae575d79f979.jpg,train,4
../../data/raw/compcars/image\26\1692\2013\88d730013968d6.jpg,26,1692,2013,"(152, 127, 791, 616)",5,1,smart,smart fortwo,hatchback,26/1692/2013/88d730013968d6.jpg,train,4
../../data/raw/compcars/image\26\1692\2013\984656c080442b.jpg,26,1692,2013,"(104, 146, 793, 546)",3,1,smart,smart fortwo,hatchback,26/1692/2013/984656c080442b.jpg,test,4
../../data/raw/compcars/image\26\1692\2013\9e3bac5f4069e8.jpg,26,1692,2013,"(119, 182, 778, 566)",5,1,smart,smart fortwo,hatchback,26/1692/2013/9e3bac5f4069e8.jpg,train,4
../../data/raw/compcars/image\26\1692\2013\a118df7ab47307.jpg,26,1692,2013,"(87, 78, 830, 626)",4,1,smart,smart fortwo,hatchback,26/1692/2013/a118df7ab47307.jpg,test,4
../../data/raw/compcars/image\26\1692\2013\a715ce8aaca3bf.jpg,26,1692,2013,"(64, 133, 861, 616)",3,1,smart,smart fortwo,hatchback,26/1692/2013/a715ce8aaca3bf.jpg,test,4
../../data/raw/compcars/image\26\1692\2013\b1bbdcb3cb0567.jpg,26,1692,2013,"(130, 130, 764, 598)",5,1,smart,smart fortwo,hatchback,26/1692/2013/b1bbdcb3cb0567.jpg,test,4
../../data/raw/compcars/image\26\1692\2013\bd6171cd9edbfc.jpg,26,1692,2013,"(156, 176, 783, 542)",3,1,smart,smart fortwo,hatchback,26/1692/2013/bd6171cd9edbfc.jpg,test,4
../../data/raw/compcars/image\26\1692\2013\c22904b4ecf236.jpg,26,1692,2013,"(143, 125, 771, 612)",5,1,smart,smart fortwo,hatchback,26/1692/2013/c22904b4ecf236.jpg,test,4
../../data/raw/compcars/image\26\1692\2013\c283e671687f8e.jpg,26,1692,2013,"(111, 173, 811, 568)",3,1,smart,smart fortwo,hatchback,26/1692/2013/c283e671687f8e.jpg,test,4
../../data/raw/compcars/image\26\1692\2013\c37c90a1295893.jpg,26,1692,2013,"(92, 161, 814, 570)",3,1,smart,smart fortwo,hatchback,26/1692/2013/c37c90a1295893.jpg,train,4
../../data/raw/compcars/image\26\1692\2013\c5619143636885.jpg,26,1692,2013,"(166, 95, 742, 608)",1,1,smart,smart fortwo,hatchback,26/1692/2013/c5619143636885.jpg,train,4
../../data/raw/compcars/image\26\1692\2013\c5d3b906c4003f.jpg,26,1692,2013,"(165, 114, 773, 590)",4,1,smart,smart fortwo,hatchback,26/1692/2013/c5d3b906c4003f.jpg,train,4
../../data/raw/compcars/image\26\1692\2013\d2f8ee3a54395d.jpg,26,1692,2013,"(92, 141, 747, 594)",3,1,smart,smart fortwo,hatchback,26/1692/2013/d2f8ee3a54395d.jpg,train,4
../../data/raw/compcars/image\26\1692\2013\de0b32c2874d1d.jpg,26,1692,2013,"(175, 89, 732, 580)",1,1,smart,smart fortwo,hatchback,26/1692/2013/de0b32c2874d1d.jpg,train,4
../../data/raw/compcars/image\26\1692\2013\e1a9d64a97f80f.jpg,26,1692,2013,"(182, 104, 750, 587)",4,1,smart,smart fortwo,hatchback,26/1692/2013/e1a9d64a97f80f.jpg,test,4
../../data/raw/compcars/image\26\1692\2013\f281901ea5903e.jpg,26,1692,2013,"(122, 144, 802, 571)",4,1,smart,smart fortwo,hatchback,26/1692/2013/f281901ea5903e.jpg,train,4
../../data/raw/compcars/image\26\1692\2013\fd57f207d1a0a6.jpg,26,1692,2013,"(113, 137, 801, 592)",4,1,smart,smart fortwo,hatchback,26/1692/2013/fd57f207d1a0a6.jpg,train,4
../../data/raw/compcars/image\26\1692\2014\1a5ff1d8619a17.jpg,26,1692,2014,"(82, 138, 822, 604)",4,1,smart,smart fortwo,hatchback,26/1692/2014/1a5ff1d8619a17.jpg,test,4
../../data/raw/compcars/image\26\1692\2014\1a73ee7960507f.jpg,26,1692,2014,"(97, 160, 813, 576)",3,1,smart,smart fortwo,hatchback,26/1692/2014/1a73ee7960507f.jpg,train,4
../../data/raw/compcars/image\26\1692\2014\4015122bd46eef.jpg,26,1692,2014,"(89, 124, 811, 626)",4,1,smart,smart fortwo,hatchback,26/1692/2014/4015122bd46eef.jpg,train,4
../../data/raw/compcars/image\26\1692\2014\45d4465372a558.jpg,26,1692,2014,"(180, 107, 726, 621)",2,1,smart,smart fortwo,hatchback,26/1692/2014/45d4465372a558.jpg,test,4
../../data/raw/compcars/image\26\1692\2014\76aaac9b236a4f.jpg,26,1692,2014,"(175, 113, 723, 610)",1,1,smart,smart fortwo,hatchback,26/1692/2014/76aaac9b236a4f.jpg,test,4
../../data/raw/compcars/image\26\1692\2014\7a6d2777bff823.jpg,26,1692,2014,"(172, 103, 733, 618)",1,1,smart,smart fortwo,hatchback,26/1692/2014/7a6d2777bff823.jpg,test,4
../../data/raw/compcars/image\26\1692\2014\7a8139fb49bbda.jpg,26,1692,2014,"(219, 136, 706, 597)",2,1,smart,smart fortwo,hatchback,26/1692/2014/7a8139fb49bbda.jpg,train,4
../../data/raw/compcars/image\26\1692\2014\7e369676ff77a0.jpg,26,1692,2014,"(149, 177, 784, 551)",3,1,smart,smart fortwo,hatchback,26/1692/2014/7e369676ff77a0.jpg,train,4
../../data/raw/compcars/image\26\1692\2014\cfc64af45136eb.jpg,26,1692,2014,"(129, 133, 770, 587)",4,1,smart,smart fortwo,hatchback,26/1692/2014/cfc64af45136eb.jpg,train,4
../../data/raw/compcars/image\26\1692\2014\d7e44d1e9a86af.jpg,26,1692,2014,"(179, 138, 686, 590)",1,1,smart,smart fortwo,hatchback,26/1692/2014/d7e44d1e9a86af.jpg,train,4
../../data/raw/compcars/image\26\1692\2014\d8b7db2a49936c.jpg,26,1692,2014,"(142, 176, 741, 590)",5,1,smart,smart fortwo,hatchback,26/1692/2014/d8b7db2a49936c.jpg,train,4
../../data/raw/compcars/image\26\1692\2015\0aaea7df580b1e.jpg,26,1692,2015,"(191, 220, 659, 603)",1,1,smart,smart fortwo,hatchback,26/1692/2015/0aaea7df580b1e.jpg,test,4
../../data/raw/compcars/image\26\1692\2015\0ee085ecd6b9ab.jpg,26,1692,2015,"(87, 265, 757, 626)",3,1,smart,smart fortwo,hatchback,26/1692/2015/0ee085ecd6b9ab.jpg,train,4
../../data/raw/compcars/image\26\1692\2015\1abd4340328865.jpg,26,1692,2015,"(260, 362, 570, 557)",4,1,smart,smart fortwo,hatchback,26/1692/2015/1abd4340328865.jpg,test,4
../../data/raw/compcars/image\26\1692\2015\202014f8cb6074.jpg,26,1692,2015,"(275, 288, 607, 493)",3,1,smart,smart fortwo,hatchback,26/1692/2015/202014f8cb6074.jpg,test,4
../../data/raw/compcars/image\26\1692\2015\2c6cffbbe5ba00.jpg,26,1692,2015,"(311, 274, 688, 582)",4,1,smart,smart fortwo,hatchback,26/1692/2015/2c6cffbbe5ba00.jpg,train,4
../../data/raw/compcars/image\26\1692\2015\3438e1ea6a55df.jpg,26,1692,2015,"(201, 329, 652, 599)",3,1,smart,smart fortwo,hatchback,26/1692/2015/3438e1ea6a55df.jpg,test,4
../../data/raw/compcars/image\26\1692\2015\3a97e3af02a3f1.jpg,26,1692,2015,"(177, 322, 742, 626)",3,1,smart,smart fortwo,hatchback,26/1692/2015/3a97e3af02a3f1.jpg,train,4
../../data/raw/compcars/image\26\1692\2015\61c643fb7a4243.jpg,26,1692,2015,"(178, 302, 682, 589)",3,1,smart,smart fortwo,hatchback,26/1692/2015/61c643fb7a4243.jpg,train,4
../../data/raw/compcars/image\26\1692\2015\6508a6fdf40d20.jpg,26,1692,2015,"(85, 281, 719, 610)",3,1,smart,smart fortwo,hatchback,26/1692/2015/6508a6fdf40d20.jpg,train,4
../../data/raw/compcars/image\26\1692\2015\68af10397f7b49.jpg,26,1692,2015,"(286, 272, 604, 455)",3,1,smart,smart fortwo,hatchback,26/1692/2015/68af10397f7b49.jpg,train,4
../../data/raw/compcars/image\26\1692\2015\748f890d8e08da.jpg,26,1692,2015,"(152, 320, 617, 602)",3,1,smart,smart fortwo,hatchback,26/1692/2015/748f890d8e08da.jpg,test,4
../../data/raw/compcars/image\26\1692\2015\7d1b4215fc6051.jpg,26,1692,2015,"(109, 227, 708, 590)",4,1,smart,smart fortwo,hatchback,26/1692/2015/7d1b4215fc6051.jpg,test,4
../../data/raw/compcars/image\26\1692\2015\82d7b08e770eb1.jpg,26,1692,2015,"(273, 257, 709, 539)",4,1,smart,smart fortwo,hatchback,26/1692/2015/82d7b08e770eb1.jpg,train,4
../../data/raw/compcars/image\26\1692\2015\86a647975ce260.jpg,26,1692,2015,"(236, 227, 693, 485)",5,1,smart,smart fortwo,hatchback,26/1692/2015/86a647975ce260.jpg,train,4
../../data/raw/compcars/image\26\1692\2015\8bb79251f2d79f.jpg,26,1692,2015,"(375, 244, 828, 534)",4,1,smart,smart fortwo,hatchback,26/1692/2015/8bb79251f2d79f.jpg,test,4
../../data/raw/compcars/image\26\1692\2015\9dfbb70153dfed.jpg,26,1692,2015,"(261, 210, 714, 522)",4,1,smart,smart fortwo,hatchback,26/1692/2015/9dfbb70153dfed.jpg,train,4
../../data/raw/compcars/image\26\1692\2015\9e94d78e542394.jpg,26,1692,2015,"(116, 250, 748, 604)",3,1,smart,smart fortwo,hatchback,26/1692/2015/9e94d78e542394.jpg,test,4
../../data/raw/compcars/image\26\1692\2015\af3fa8cb2c8f50.jpg,26,1692,2015,"(175, 268, 730, 572)",4,1,smart,smart fortwo,hatchback,26/1692/2015/af3fa8cb2c8f50.jpg,test,4
../../data/raw/compcars/image\26\1692\2015\babbc4d6b3e0d9.jpg,26,1692,2015,"(105, 214, 609, 502)",3,1,smart,smart fortwo,hatchback,26/1692/2015/babbc4d6b3e0d9.jpg,test,4
../../data/raw/compcars/image\26\1692\2015\bc4c52f696e56b.jpg,26,1692,2015,"(322, 268, 595, 449)",4,1,smart,smart fortwo,hatchback,26/1692/2015/bc4c52f696e56b.jpg,test,4
../../data/raw/compcars/image\26\1692\2015\c551e54bf2e567.jpg,26,1692,2015,"(214, 313, 712, 578)",3,1,smart,smart fortwo,hatchback,26/1692/2015/c551e54bf2e567.jpg,test,4
../../data/raw/compcars/image\26\1692\2015\cac6ad85fd3edc.jpg,26,1692,2015,"(15, 131, 897, 579)",2,1,smart,smart fortwo,hatchback,26/1692/2015/cac6ad85fd3edc.jpg,test,4
../../data/raw/compcars/image\26\1692\2015\d58c0b8c01840e.jpg,26,1692,2015,"(269, 335, 651, 559)",3,1,smart,smart fortwo,hatchback,26/1692/2015/d58c0b8c01840e.jpg,test,4
../../data/raw/compcars/image\26\1692\2015\d6a4a15e01da3c.jpg,26,1692,2015,"(89, 258, 758, 604)",3,1,smart,smart fortwo,hatchback,26/1692/2015/d6a4a15e01da3c.jpg,test,4
../../data/raw/compcars/image\26\1692\2015\de11fb2ed2d563.jpg,26,1692,2015,"(294, 263, 593, 461)",4,1,smart,smart fortwo,hatchback,26/1692/2015/de11fb2ed2d563.jpg,test,4
