image_path,make_id,model_id,year,bbox,viewpoint,car_type,make_name,model_name,car_type_name
../../data/raw/compcars/image\48\322\2015\970ddb52ccd5ce.jpg,48,322,2015,"(175, 241, 704, 559)",5,1,Porsche,Canyenne hybrid,MPV
../../data/raw/compcars/image\48\322\2015\b81c9aaeb9475c.jpg,48,322,2015,"(61, 161, 850, 490)",3,1,Porsche,Canyenne hybrid,MPV
../../data/raw/compcars/image\48\322\2015\b93d86db723296.jpg,48,322,2015,"(185, 332, 775, 550)",3,1,Porsche,Canyenne hybrid,MPV
../../data/raw/compcars/image\48\322\2015\d65b6bcb890b85.jpg,48,322,2015,"(117, 160, 692, 487)",4,1,Porsche,Canyenne hybrid,MPV
../../data/raw/compcars/image\48\322\2015\ebbb7c44d92da1.jpg,48,322,2015,"(89, 254, 792, 528)",3,1,Porsche,Canyenne hybrid,MPV
../../data/raw/compcars/image\48\323\2004\01ca6ca843bc95.jpg,48,323,2004,"(79, 81, 709, 439)",1,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\18b840bc1e8038.jpg,48,323,2004,"(104, 32, 636, 555)",1,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\1975650c541073.jpg,48,323,2004,"(58, 36, 750, 484)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\1986b10967bd36.jpg,48,323,2004,"(20, 173, 748, 438)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\19bd20bc88b7e3.jpg,48,323,2004,"(92, 68, 734, 472)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\1fd7362b0a8ddd.jpg,48,323,2004,"(67, 95, 728, 475)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\2086b6bdfa4e40.jpg,48,323,2004,"(191, 336, 472, 465)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\20cf61ab1367ff.jpg,48,323,2004,"(38, 46, 746, 486)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\21d5305f38b5fb.jpg,48,323,2004,"(16, 29, 749, 555)",1,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\24686f00f0dfc9.jpg,48,323,2004,"(56, 148, 758, 432)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\2653d2df0450f7.jpg,48,323,2004,"(325, 288, 746, 485)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\2bf523bd246b3c.jpg,48,323,2004,"(91, 31, 699, 451)",2,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\2d325ea9eb8920.jpg,48,323,2004,"(85, 110, 805, 618)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\2daf49dff2fd5a.jpg,48,323,2004,"(25, 189, 761, 451)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\301039c695047e.jpg,48,323,2004,"(93, 457, 368, 561)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\360ed211b195a2.jpg,48,323,2004,"(23, 206, 773, 489)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\393e434cde71b7.jpg,48,323,2004,"(10, 119, 768, 460)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\3aba991a816cb9.jpg,48,323,2004,"(119, 328, 827, 626)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\3b05ec31406998.jpg,48,323,2004,"(9, 161, 781, 495)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\3b3ab08caa09aa.jpg,48,323,2004,"(33, 175, 786, 415)",3,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\3c8be96d251b3d.jpg,48,323,2004,"(125, 213, 679, 542)",1,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\449d5ea81ba0c9.jpg,48,323,2004,"(90, 163, 723, 447)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\473bf16f17e890.jpg,48,323,2004,"(104, 128, 707, 458)",1,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\4b76a1f09c0e74.jpg,48,323,2004,"(108, 160, 683, 491)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\4b7f455fce0bbc.jpg,48,323,2004,"(28, 152, 773, 522)",1,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\4f3cd7186d6e47.jpg,48,323,2004,"(39, 139, 761, 459)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\535bc82e2f2ec8.jpg,48,323,2004,"(17, 191, 785, 505)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\557cbcb995cb8f.jpg,48,323,2004,"(65, 349, 838, 625)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\5aed6a115399fc.jpg,48,323,2004,"(7, 219, 764, 439)",3,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\5dbf0eb1db5784.jpg,48,323,2004,"(272, 128, 777, 479)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\62303aa8575131.jpg,48,323,2004,"(70, 95, 702, 452)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\67fbb2f9c99b73.jpg,48,323,2004,"(79, 91, 766, 519)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\698dac3748a1b3.jpg,48,323,2004,"(176, 174, 775, 465)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\698e69ac3c025c.jpg,48,323,2004,"(64, 170, 712, 424)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\73a268d4f4bf99.jpg,48,323,2004,"(166, 233, 757, 606)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\74e3ce61ba3e50.jpg,48,323,2004,"(5, 94, 794, 524)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\8c1b27d8810a8f.jpg,48,323,2004,"(64, 111, 744, 542)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\8da448600568fa.jpg,48,323,2004,"(87, 185, 822, 512)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\8e9a5b43113972.jpg,48,323,2004,"(4, 76, 788, 499)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\94229b13b245f4.jpg,48,323,2004,"(37, 101, 765, 505)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\952cf2c56b5ea9.jpg,48,323,2004,"(66, 147, 722, 465)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\988de2337c20a9.jpg,48,323,2004,"(48, 37, 735, 537)",2,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\9906f73af7a5a7.jpg,48,323,2004,"(150, 92, 677, 499)",1,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\9a63a619774e19.jpg,48,323,2004,"(21, 193, 770, 439)",3,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\9f765c9305513b.jpg,48,323,2004,"(164, 137, 795, 470)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\a1d18f600eb987.jpg,48,323,2004,"(10, 206, 790, 403)",3,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\a747b19df35f16.jpg,48,323,2004,"(51, 63, 768, 529)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\a7be4934afc188.jpg,48,323,2004,"(197, 275, 595, 485)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\a92bb139e0a79a.jpg,48,323,2004,"(91, 138, 709, 468)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\ade2b84c2fcd9b.jpg,48,323,2004,"(142, 295, 613, 486)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\b09fa168985e3e.jpg,48,323,2004,"(27, 209, 768, 484)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\b77c66954c9465.jpg,48,323,2004,"(71, 117, 714, 426)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\bacaa197e49d94.jpg,48,323,2004,"(15, 161, 767, 470)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\c5e619baab092f.jpg,48,323,2004,"(100, 168, 737, 502)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\c8ccfc9b77e947.jpg,48,323,2004,"(32, 146, 747, 457)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\de91c5347bc233.jpg,48,323,2004,"(70, 12, 733, 567)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\deb438b49a604f.jpg,48,323,2004,"(11, 290, 789, 490)",3,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\e71933ae1c0c5a.jpg,48,323,2004,"(108, 220, 533, 477)",2,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\e8f7c45ced4f32.jpg,48,323,2004,"(29, 68, 792, 523)",2,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\e94f24b730c413.jpg,48,323,2004,"(46, 117, 760, 490)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\ec107ad6df5860.jpg,48,323,2004,"(109, 241, 627, 487)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\eda06748d8b2b0.jpg,48,323,2004,"(122, 272, 655, 487)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\f2bf45e85088f9.jpg,48,323,2004,"(20, 14, 797, 529)",4,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\f5b8d3ddee1fc1.jpg,48,323,2004,"(71, 146, 744, 372)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\f9081e878a8289.jpg,48,323,2004,"(28, 226, 773, 485)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\f933c1c26e3247.jpg,48,323,2004,"(38, 14, 790, 560)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\fa0c3f55d72d0f.jpg,48,323,2004,"(31, 4, 785, 567)",3,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\323\2004\feb44b2f8bbcf5.jpg,48,323,2004,"(126, 89, 758, 474)",5,1,Porsche,Carrera GT,MPV
../../data/raw/compcars/image\48\324\2014\2b8d87066fd441.jpg,48,324,2014,"(59, 184, 897, 516)",2,1,Porsche,Porsche 917,MPV
../../data/raw/compcars/image\48\324\2014\73f206494a7337.jpg,48,324,2014,"(156, 128, 799, 618)",4,1,Porsche,Porsche 917,MPV
../../data/raw/compcars/image\48\324\2014\9325494ff2666b.jpg,48,324,2014,"(172, 99, 766, 586)",1,1,Porsche,Porsche 917,MPV
../../data/raw/compcars/image\48\324\2014\d2d3915a1bc699.jpg,48,324,2014,"(34, 239, 778, 616)",5,1,Porsche,Porsche 917,MPV
../../data/raw/compcars/image\48\324\2014\f199de013125d5.jpg,48,324,2014,"(60, 240, 858, 510)",3,1,Porsche,Porsche 917,MPV
../../data/raw/compcars/image\48\325\2014\0acb8b9200ed71.jpg,48,325,2014,"(7, 82, 789, 498)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\0e1cbd84f7537c.jpg,48,325,2014,"(63, 122, 874, 552)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\124ab2e7e3da7b.jpg,48,325,2014,"(10, 69, 790, 478)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\134079ef9daeca.jpg,48,325,2014,"(9, 143, 787, 472)",-1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\188851fd91601d.jpg,48,325,2014,"(14, 136, 895, 589)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\1e254db188b855.jpg,48,325,2014,"(9, 199, 499, 432)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\257d81801fc2ce.jpg,48,325,2014,"(35, 54, 775, 538)",2,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\264a203c3febd1.jpg,48,325,2014,"(14, 128, 795, 458)",-1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\28d4c29d0096b7.jpg,48,325,2014,"(52, 161, 865, 506)",-1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\2c4ceed363b73e.jpg,48,325,2014,"(10, 161, 788, 545)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\2f0d521bc3ef73.jpg,48,325,2014,"(63, 46, 859, 566)",1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\30c420f5ff21f1.jpg,48,325,2014,"(45, 251, 754, 428)",3,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\34d43882433508.jpg,48,325,2014,"(164, 112, 750, 592)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\373572bcf793eb.jpg,48,325,2014,"(11, 115, 893, 573)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\37f4b9300a689f.jpg,48,325,2014,"(37, 234, 563, 475)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\40c5d1e7cdb002.jpg,48,325,2014,"(43, 258, 764, 435)",3,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\4710160f88b3dc.jpg,48,325,2014,"(55, 258, 759, 411)",3,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\49656ff8d9c17d.jpg,48,325,2014,"(64, 155, 856, 596)",1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\5647d3dd3305da.jpg,48,325,2014,"(93, 134, 728, 410)",5,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\56f0207a638211.jpg,48,325,2014,"(48, 330, 674, 499)",3,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\5be1fc254c1723.jpg,48,325,2014,"(344, 228, 789, 461)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\62b01eed2b504a.jpg,48,325,2014,"(23, 196, 899, 566)",5,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\637f668c439b40.jpg,48,325,2014,"(218, 259, 681, 503)",1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\665cae29e53382.jpg,48,325,2014,"(52, 23, 747, 484)",1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\67848f5cca3855.jpg,48,325,2014,"(13, 113, 789, 439)",-1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\688b05407bfd59.jpg,48,325,2014,"(11, 220, 365, 460)",1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\6d5fa5115a961d.jpg,48,325,2014,"(108, 126, 717, 404)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\6d871f07e414f3.jpg,48,325,2014,"(329, 38, 588, 626)",-1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\70ee30055507da.jpg,48,325,2014,"(48, 294, 865, 496)",3,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\75fe8fe0235538.jpg,48,325,2014,"(9, 154, 788, 467)",5,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\823c8ea7f67d27.jpg,48,325,2014,"(56, 124, 750, 510)",1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\83c188573a79d2.jpg,48,325,2014,"(4, 226, 905, 572)",5,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\8b6c9e49701147.jpg,48,325,2014,"(145, 194, 779, 524)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\8bb773b723e420.jpg,48,325,2014,"(70, 222, 788, 463)",3,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\8c884e478defc7.jpg,48,325,2014,"(4, 92, 894, 546)",1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\92f902eba9d7a2.jpg,48,325,2014,"(16, 190, 898, 545)",5,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\96691516c0f3cc.jpg,48,325,2014,"(253, 288, 654, 519)",2,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\9b671682e145ef.jpg,48,325,2014,"(49, 285, 856, 487)",3,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\9d0a42038c568b.jpg,48,325,2014,"(46, 59, 884, 626)",5,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\9dbf77a2eff2b3.jpg,48,325,2014,"(124, 298, 782, 486)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\9e480606f3e3ab.jpg,48,325,2014,"(509, 257, 883, 507)",1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\a2037fa1f476fb.jpg,48,325,2014,"(36, 82, 871, 626)",1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\a24c0699d1c0da.jpg,48,325,2014,"(15, 308, 599, 467)",3,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\a561e46718fa47.jpg,48,325,2014,"(11, 167, 789, 482)",5,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\a9ac5b1fd1ea80.jpg,48,325,2014,"(13, 204, 367, 448)",1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\a9eb649b810b2e.jpg,48,325,2014,"(1, 202, 404, 448)",3,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\b70a2835513a52.jpg,48,325,2014,"(133, 148, 776, 557)",1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\bf96d98d6bb3c3.jpg,48,325,2014,"(122, 362, 775, 528)",3,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\cbd1fb5bd6c887.jpg,48,325,2014,"(36, 73, 772, 552)",2,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\ccb1e4ea6e511e.jpg,48,325,2014,"(44, 249, 726, 406)",3,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\d17bb2b648b331.jpg,48,325,2014,"(96, 174, 795, 445)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\d1ab20d6196363.jpg,48,325,2014,"(116, 92, 665, 435)",1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\d1fb8193359f9c.jpg,48,325,2014,"(12, 138, 907, 608)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\d4c994138d5f9f.jpg,48,325,2014,"(424, 299, 783, 517)",2,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\d8595c1fca6976.jpg,48,325,2014,"(31, 64, 787, 552)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\d98e5a367035f5.jpg,48,325,2014,"(195, 26, 773, 626)",1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\dee1f4f2a3ceff.jpg,48,325,2014,"(140, 214, 772, 490)",-1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\e183faba91f95f.jpg,48,325,2014,"(122, 310, 778, 490)",4,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\e21a84307081e3.jpg,48,325,2014,"(37, 300, 599, 451)",3,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\325\2014\f3444225b58128.jpg,48,325,2014,"(9, 129, 787, 454)",-1,1,Porsche,Porsche 919,MPV
../../data/raw/compcars/image\48\326\2009\1954d809130b8a.jpg,48,326,2009,"(95, 210, 821, 521)",4,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\202347a650df7f.jpg,48,326,2009,"(160, 120, 750, 501)",2,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\3b9b0f684c6a24.jpg,48,326,2009,"(123, 167, 781, 461)",1,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\3e01b1922d85ed.jpg,48,326,2009,"(151, 159, 765, 518)",1,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\4d012134439def.jpg,48,326,2009,"(149, 33, 757, 578)",1,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\54a04a546956b2.jpg,48,326,2009,"(3, 211, 907, 528)",3,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\5975bf9862ac2b.jpg,48,326,2009,"(76, 257, 839, 496)",3,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\5b329524f01f5f.jpg,48,326,2009,"(110, 129, 843, 519)",4,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\5d9059fe98e089.jpg,48,326,2009,"(153, 158, 756, 570)",2,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\5e86c901c9cd5f.jpg,48,326,2009,"(60, 215, 871, 618)",5,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\60203750d2d782.jpg,48,326,2009,"(81, 201, 821, 536)",5,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\6a111c4de7d9cc.jpg,48,326,2009,"(130, 88, 745, 535)",4,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\6bacf7b3477693.jpg,48,326,2009,"(65, 121, 815, 566)",4,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\6c97621ad5fd4b.jpg,48,326,2009,"(167, 120, 740, 548)",2,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\6ef1721a89d0f1.jpg,48,326,2009,"(126, 185, 819, 431)",3,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\73046900ecfb5c.jpg,48,326,2009,"(146, 115, 745, 541)",2,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\8be61e6655b72b.jpg,48,326,2009,"(112, 149, 786, 511)",1,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\94dace7caed249.jpg,48,326,2009,"(74, 165, 838, 598)",5,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\9aab51fc4e1767.jpg,48,326,2009,"(133, 138, 785, 515)",5,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\9d85a7eec7f995.jpg,48,326,2009,"(125, 93, 796, 575)",4,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\9ea7e03a1106e1.jpg,48,326,2009,"(21, 155, 891, 475)",3,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\a8d84a8b32c5a9.jpg,48,326,2009,"(136, 139, 782, 572)",1,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\bad1af9226ede9.jpg,48,326,2009,"(38, 185, 827, 525)",3,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\c806947a89ef2d.jpg,48,326,2009,"(148, 139, 765, 512)",1,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\cb5f418c4dfea1.jpg,48,326,2009,"(113, 149, 762, 491)",4,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\cfcc95fac214b0.jpg,48,326,2009,"(145, 114, 818, 587)",4,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\dfd185285fdc73.jpg,48,326,2009,"(65, 189, 756, 553)",4,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\e0cb956b839477.jpg,48,326,2009,"(20, 190, 899, 507)",3,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\f38d2438168f3d.jpg,48,326,2009,"(143, 146, 781, 469)",5,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2009\f742f1ffbd3d89.jpg,48,326,2009,"(5, 215, 904, 554)",3,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\0d14d538918a79.jpg,48,326,2012,"(86, 195, 836, 523)",5,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\26f2183a0edc98.jpg,48,326,2012,"(59, 224, 848, 469)",3,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\309ed0d3a486a7.jpg,48,326,2012,"(76, 207, 826, 517)",4,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\4a22be12b0e63d.jpg,48,326,2012,"(94, 215, 826, 495)",5,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\4c4dfac76e5d5b.jpg,48,326,2012,"(101, 206, 812, 501)",4,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\516f865d7e26c8.jpg,48,326,2012,"(198, 176, 704, 527)",2,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\660bfb494a6d5b.jpg,48,326,2012,"(120, 215, 781, 524)",4,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\664c888c8a17c1.jpg,48,326,2012,"(81, 202, 823, 522)",4,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\6c953ea661a7c2.jpg,48,326,2012,"(67, 168, 835, 552)",3,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\6ed9ab37044906.jpg,48,326,2012,"(57, 244, 838, 491)",3,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\75a52b8c77030a.jpg,48,326,2012,"(173, 184, 724, 517)",5,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\8d8fe5fe41b12c.jpg,48,326,2012,"(109, 214, 773, 540)",5,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\8e00dd84022016.jpg,48,326,2012,"(133, 236, 760, 521)",4,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\93b4b3990f8ebe.jpg,48,326,2012,"(109, 186, 828, 569)",5,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\ace15b31d9bc38.jpg,48,326,2012,"(107, 208, 788, 505)",5,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\c80b94b20cb6a5.jpg,48,326,2012,"(123, 192, 810, 528)",5,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\e0bbd6af6fdb89.jpg,48,326,2012,"(68, 189, 832, 505)",5,1,Porsche,Cayman,MPV
../../data/raw/compcars/image\48\326\2012\f4517d775b746b.jpg,48,326,2012,"(190, 163, 720, 536)",1,1,Porsche,Cayman,MPV
